phylum,1000_1_nt_rpm,1000_2_nt_rpm,1000_3_nt_rpm,1000_4_nt_rpm,1000_5_nt_rpm,10000_1_nt_rpm,10000_2_nt_rpm,10000_3_nt_rpm,10000_4_nt_rpm,10000_5_nt_rpm,100000_1_nt_rpm,100000_2_nt_rpm,100000_3_nt_rpm,100000_4_nt_rpm,100000_5_nt_rpm,1000000_1_nt_rpm,1000000_2_nt_rpm,1000000_3_nt_rpm,1000000_4_nt_rpm,1000000_5_nt_rpm,10000000_1_nt_rpm,10000000_2_nt_rpm,10000000_3_nt_rpm,10000000_4_nt_rpm,10000000_5_nt_rpm
Nematoda,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,2.000020000200002e-05,6e-05,7.000000000000001e-05,4e-05,3.000030000300003e-05,4.500036000288002e-05,3.700037000370004e-05,3.400027200217602e-05,6.300037800226802e-05,5.100040800326403e-05,5.0880824541061385e-05,5.431316533454412e-05,6.122488206177225e-05,5.361573662984117e-05,4.881648339283819e-05
Nematomorpha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,0.0,0.0,1e-05,0.0,8.000064000512004e-06,7.000070000700008e-06,6.000048000384003e-06,8.000048000288002e-06,5.000040000320002e-06,6.87578710014343e-06,4.125050531737528e-06,3.439600115829901e-06,2.062143716532353e-06,3.437780520622407e-06
Nemertea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,0.0,0.0,1e-05,1.000010000100001e-05,5.000040000320003e-06,5.000050000500004e-06,8.000064000512004e-06,1.000006000036e-05,4.000032000256002e-06,7.563365810157775e-06,8.93760948543131e-06,1.3758400463319606e-05,4.811668671908823e-06,2.750224416497926e-06
Nitrososphaerota,0.0,0.0,0.0,0.0,0.0,0.0005,0.0004,0.0002,0.0002,0.00030000000000000003,0.00037000370003700025,0.00032,0.00039,0.00052,0.00036000360003600023,0.0004490035920287362,0.0004760047600476005,0.0003760030080240642,0.0003930023580141481,0.0004310034480275842,0.0004613653144195069,0.00040562996895419023,0.0004299500144787377,0.0004241142243668206,0.00041115855026643995
Nitrospinota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000020000200002e-05,6e-05,2e-05,3.0000000000000004e-05,1.000010000100001e-05,1.3000104000832007e-05,1.9000190001900018e-05,1.800014400115201e-05,2.1000126000756008e-05,1.1000088000704005e-05,2.2002518720458975e-05,2.2687777924556405e-05,3.370808113513304e-05,1.7871912209947057e-05,1.7188902603112035e-05
Nitrospirota,0.0,0.0,0.0,0.002,0.0,0.0007,0.00030000000000000003,0.0001,0.0005,0.0006000000000000001,0.0003100031000310001,0.00037000000000000005,0.00032,0.00018,0.00024000240002400007,0.000304002432019424,0.00027300273002730006,0.00029100232801860805,0.00028500171001018,0.00030500244001947606,0.00028328242852584864,0.0002426904729505254,0.0002634733688725197,0.00024333295855078236,0.0002798353343785809
Nucleocytoviricota,0.0,0.0,0.0,0.0,0.0,0.0001,0.00030000000000000003,0.0,0.0,0.0001,5.0000500005000046e-05,6.000000000000001e-05,9e-05,4e-05,0.00014000140001400014,8.400067200537604e-05,6.700067000670007e-05,7.700061600492804e-05,7.300043800262802e-05,5.400043200345603e-05,6.87578710014343e-05,6.53133000858442e-05,8.599000289574755e-05,7.286241131747647e-05,7.08182787248216e-05
Olpidiomycota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Onychophora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.879200231659802e-07,0.0,0.0
Oomycota,0.0,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0002,0.0001,0.0001,0.00014000140001400014,0.0001,0.00016,0.0001,0.00015000150001500016,0.00012000096000768006,0.00012200122001220012,0.00012800102400819206,0.00012700076200457204,0.00010600084800678406,7.769639423162076e-05,0.00017325212233297617,0.00011625848391505067,0.00010860623573737058,0.00012513521095065564
Orthonectida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Parabasalia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000020000200002e-05,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-06,0.0,1.0000060000360005e-06,3.000024000192002e-06,1.375157420028686e-06,6.875084219562546e-07,6.879200231659802e-07,6.873812388441177e-07,0.0
Peploviricota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000016000128001e-06,2.000020000200002e-06,0.0,3.0000180001080015e-06,1.0000080000640005e-06,2.750314840057372e-06,1.3750168439125092e-06,6.879200231659802e-07,0.0,0.0
Perkinsozoa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,2.000016000128001e-06,2.000020000200002e-06,2.000016000128001e-06,0.0,1.0000080000640005e-06,6.87578710014343e-07,6.875084219562546e-07,3.439600115829901e-06,2.7495249553764707e-06,6.875561041244814e-07
Phixviricota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000040000320002e-06,1.000010000100001e-06,5.000040000320002e-06,3.0000180001080015e-06,1.0000080000640005e-06,1.375157420028686e-06,6.875084219562546e-07,2.063760069497941e-06,6.873812388441177e-07,1.3751122082489629e-06
Phoronida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,1.2000096000768008e-05,3.0000300003000026e-06,0.0,2.000012000072001e-06,0.0,2.750314840057372e-06,0.0,2.063760069497941e-06,2.062143716532353e-06,3.4377805206224074e-06
Picozoa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,1.0000080000640005e-06,0.0,0.0,6.0000360002160005e-06,0.0,0.0,0.0,0.0,0.0,0.0
Pisuviricota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,1.0000080000640005e-06,0.0,0.0,0.0,0.0,6.879200231659802e-07,0.0,0.0
Placozoa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,3.0000300003000036e-05,3.000024000192002e-06,4.000040000400004e-06,1.2000096000768006e-05,5.00003000018e-06,9.000072000576005e-06,7.563365810157775e-06,6.187575797606292e-06,6.191280208493823e-06,4.124287433064706e-06,8.250673249493778e-06
Planctomycetota,0.0,0.001,0.001,0.0,0.002,0.002,0.0014,0.0015,0.0014,0.0016,0.0017400174001740015,0.0016200000000000001,0.00204,0.00174,0.0016500165001650017,0.0016570132561060488,0.0017080170801708017,0.0016530132241057928,0.0015840095040570244,0.0016420131361050887,0.001734073506656173,0.001595707047360467,0.0016056053340693982,0.001689583085078841,0.0016088812836512866
Platyhelminthes,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,7.000070000700007e-05,3.0000000000000004e-05,2e-05,7.000000000000001e-05,4.000040000400004e-05,5.600044800358403e-05,5.0000500005000046e-05,3.9000312002496016e-05,4.800028800172802e-05,2.7000216001728015e-05,6.669513487139127e-05,5.843821586628164e-05,4.471480150578872e-05,6.048954901828235e-05,6.738049820419919e-05
Porifera,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,4.000040000400004e-05,0.0,1e-05,3.0000000000000004e-05,4.000040000400004e-05,2.0000160001280012e-05,2.3000230002300022e-05,2.9000232001856013e-05,2.1000126000756004e-05,1.3000104000832007e-05,2.0627361300430293e-05,2.26877779245564e-05,2.201344074131137e-05,3.2994299464517646e-05,2.337690754023237e-05
Prasinodermophyta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.375112208248963e-06
Preaxostyla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,1.0000060000360005e-06,0.0,6.87578710014343e-07,0.0,0.0,6.873812388441177e-07,0.0
Preplasmiviricota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000020000200002e-05,0.0,0.0,0.0,0.0,3.0000240001920015e-06,2.000020000200002e-06,0.0,0.0,0.0,4.125472260086058e-06,1.3750168439125092e-06,2.7516800926639214e-06,6.873812388441177e-07,1.375112208248963e-06
Priapulida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-05,1e-05,1e-05,0.0,2.000016000128001e-06,3.000030000300003e-06,4.000032000256002e-06,1.0000060000360005e-06,3.000024000192002e-06,1.375157420028686e-06,2.062525265868764e-06,4.815440162161862e-06,5.499049910752941e-06,4.125336624746889e-06
Promethearchaeota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000016000128001e-06,3.0000300003000026e-06,1.0000080000640005e-06,0.0,1.0000080000640005e-06,2.062736130043029e-06,6.875084219562546e-07,2.751680092663921e-06,4.124287433064706e-06,2.0626683123734445e-06
Pseudomonadota,0.184,0.20800000000000002,0.202,0.214,0.21,0.209,0.207,0.2102,0.1964,0.2046,0.20513205132051304,0.20438,0.20466,0.20176,0.20689206892068904,0.2105536844294643,0.20997609976099746,0.21076968615747793,0.21129226775359491,0.2096326770614047,0.21351106650590143,0.21356967872174493,0.21325245550134958,0.21392403962809925,0.2134902956672642
Rhodophyta,0.0,0.0,0.0,0.0,0.0,0.0002,0.0001,0.0,0.0002,0.0,0.00014000140001400014,6.000000000000001e-05,9e-05,8e-05,9.000090000900009e-05,8.900071200569604e-05,5.500055000550005e-05,8.400067200537604e-05,7.500045000270004e-05,9.500076000608005e-05,7.769639423162076e-05,8.318851905670681e-05,7.979872268725372e-05,8.867217981089117e-05,7.4256059245444e-05
Rhodothermota,0.0,0.0,0.0,0.001,0.0,0.00030000000000000003,0.0,0.0,0.0001,0.0001,0.00017000170001700018,0.00018,0.00017,0.00012,0.0002000020000200002,0.00014800118400947206,0.00016300163001630016,0.00013900111200889606,0.00015600093600561606,0.00013400107200857607,0.0001437039503929977,0.00015056434440841976,0.00015065448507334972,0.0001450374413961088,0.00016157568446925315
Rotifera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,1.000010000100001e-05,3.0000000000000004e-05,0.0,0.0,4.000040000400004e-05,2.6000208001664014e-05,3.4000340003400034e-05,2.8000224001792012e-05,1.900011400068401e-05,1.900015200121601e-05,3.712925034077452e-05,2.7500336878250187e-05,2.545304085714127e-05,1.8559293448791176e-05,2.268935143610789e-05
Spirochaetota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0001,0.00014000140001400014,4e-05,4e-05,9e-05,0.0001000010000100001,5.700045600364803e-05,4.6000460004600045e-05,6.700053600428803e-05,5.100030600183602e-05,5.600044800358403e-05,5.294356067110441e-05,4.881309795889408e-05,6.328864213127019e-05,5.842740530175e-05,5.4316932225834036e-05
Streptophyta,0.002,0.0,0.002,0.001,0.001,0.0011,0.0011,0.0005,0.0006000000000000001,0.0005,0.0006100061000610006,0.00072,0.0007800000000000001,0.0006100000000000001,0.0005000050000500005,0.0007330058640469124,0.0006140061400614006,0.0006860054880439044,0.0006440038640231843,0.0006240049920399364,0.0006710768209739988,0.0006655081524536545,0.0007044301037219639,0.0006825695701722088,0.000689618772436855
Synergistota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,2.000016000128001e-06,4.000040000400004e-06,7.000056000448003e-06,2.000012000072001e-06,6.000048000384004e-06,7.563365810157772e-06,6.187575797606291e-06,2.751680092663921e-06,8.935956104973529e-06,4.812892728871371e-06
Tardigrada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.000032000256002e-06,3.000030000300003e-06,2.000016000128001e-06,1.0000060000360005e-06,2.000016000128001e-06,2.750314840057372e-06,2.062525265868764e-06,1.3758400463319605e-06,1.3747624776882351e-06,0.0
Thermodesulfobacteriota,0.003,0.0,0.001,0.0,0.001,0.0022,0.0018,0.0029000000000000002,0.003,0.0016,0.0020600206002060004,0.00253,0.00223,0.0022900000000000004,0.0021200212002120008,0.0022410179281433726,0.002372023720237201,0.0021720173761389087,0.0023030138180828125,0.0023340186721493004,0.0023707713921293136,0.0022914655703801063,0.0022742635965866745,0.002305476675083141,0.0022077426503435806
Thermodesulfobiota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,2.000016000128001e-06,2.000020000200002e-06,0.0,1.0000060000360005e-06,2.000016000128001e-06,2.062736130043029e-06,6.875084219562546e-07,6.879200231659802e-07,1.3747624776882351e-06,6.875561041244814e-07
Thermomicrobiota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,1e-05,1e-05,0.0,0.0,3.0000240001920015e-06,3.000030000300003e-06,3.000024000192002e-06,4.000024000144001e-06,6.000048000384002e-06,4.125472260086058e-06,2.062525265868764e-06,3.4396001158299015e-06,4.8116686719088236e-06,7.563117145369296e-06
Thermoplasmatota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0000000000000004e-05,0.0,1.000010000100001e-05,1.3000104000832007e-05,1.200012000120001e-05,6.000048000384003e-06,1.0000060000360004e-05,1.6000128001024008e-05,1.1001259360229487e-05,8.937609485431311e-06,2.751680092663921e-06,1.0310718582661764e-05,8.250673249493778e-06
Thermoproteota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1.000010000100001e-05,3.0000240001920015e-06,1.000010000100001e-06,0.0,4.000024000144002e-06,2.000016000128001e-06,2.750314840057372e-06,2.7500336878250184e-06,2.751680092663921e-06,1.3747624776882353e-06,3.4377805206224074e-06
Thermosulfidibacterota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,0.0,2.000012000072001e-06,1.0000080000640005e-06,6.87578710014343e-07,0.0,3.439600115829901e-06,1.3747624776882351e-06,6.875561041244814e-07
Thermotogota,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,2e-05,3.0000000000000004e-05,1e-05,0.0,1.1000088000704007e-05,1.3000130001300012e-05,2.200017600140801e-05,1.2000072000432004e-05,1.2000096000768006e-05,1.7877046460372918e-05,2.062525265868764e-05,1.788592060231549e-05,1.443500601572647e-05,1.4438678186614112e-05
Tubulinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,3.0000240001920015e-06,0.0,0.0,0.0,1.0000080000640005e-06,0.0,6.875084219562546e-07,0.0,0.0,1.375112208248963e-06
Uroviricota,0.0,0.0,0.0,0.001,0.0,0.0004,0.0005,0.0001,0.0004,0.0007,0.0004600046000460003,0.00048,0.00048,0.00037000000000000005,0.0003800038000380004,0.00042200337602691615,0.00040600406004060027,0.00043900351202807617,0.0003650021900131321,0.00037400299202393616,0.00039329502212815277,0.00042350518792497085,0.00043820505475667673,0.00041724041197829705,0.0003829687499972415
Verrucomicrobiota,0.0,0.001,0.001,0.0,0.003,0.0006000000000000001,0.0007999999999999999,0.0015999999999999999,0.0014,0.0009,0.0008600086000860005,0.00087,0.0008100000000000001,0.00088,0.0010200102001020005,0.0009250074000591603,0.0009880098800988007,0.0008860070880565923,0.0008710052260313081,0.0009200073600588483,0.0009632977727299385,0.0009645743160045415,0.000966527632547974,0.0009843299340247529,0.0009426394187544972
Vulcanimicrobiota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,0.0,2e-05,0.0,0.0,2.000016000128001e-06,4.000040000400004e-06,2.000016000128001e-06,3.0000180001080015e-06,8.000064000512004e-06,3.4378935500717147e-06,2.7500336878250184e-06,2.063760069497941e-06,3.436906194220588e-06,4.125336624746889e-06
Xenacoelomorpha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000012000072001e-06,0.0,0.0,0.0,0.0,0.0,0.0
Zoopagomycota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,1.000010000100001e-05,5.000040000320003e-06,3.0000300003000026e-06,6.000048000384004e-06,6.000036000216002e-06,0.0,3.4378935500717147e-06,4.812558953693783e-06,4.815440162161862e-06,4.124287433064706e-06,2.7502244164979258e-06
candidate division CPR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
candidate division CPR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
candidate division CPR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
candidate division CSSED10-310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
candidate division FCPU426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
candidate division KD3-62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
candidate division LCP-89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
candidate division WOR-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,2e-05,1e-05,0.0,1.4000112000896006e-05,1.7000170001700017e-05,8.000064000512004e-06,1.2000072000432004e-05,1.5000120000960009e-05,6.87578710014343e-06,1.3062660017168838e-05,8.942960301157746e-06,8.248574866129412e-06,6.875561041244815e-06
candidate division WWE3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
